id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,metabolite_dcid
m01592g,"""CMP-N-acetylneuraminate""",dcs:CellularCompartmentGolgiApparatus,C20H29N4O16P,cmpacna,"""CHEBI:16556""",CHEMBL1234647,C00128,MNXM141,HMDB0001176,,,bio/CHEMBL1234647
m01592n,"""CMP-N-acetylneuraminate""",dcs:CellularCompartmentNucleus,C20H29N4O16P,cmpacna,"""CHEBI:16556""",CHEMBL1234647,C00128,MNXM141,HMDB0001176,,,bio/CHEMBL1234647
m01593c,"""CMP-neuNGc""",dcs:CellularCompartmentCytosol,C20H29N4O17P,,"""CHEBI:18098""",,C03691,MNXM163617,HMDB0012206,656501,,bio/HMDB0012206
m01594c,"""CMP-N-trimethyl-2-aminoethylphosphonate""",dcs:CellularCompartmentCytosol,C14H25N4O10P2,cmpntm2amep,,,C05674,MNXM47347,HMDB0060072,440755,,bio/HMDB0060072
m01595c,"""CO""",dcs:CellularCompartmentCytosol,CO,co,"""CHEBI:17245""",CHEMBL1231840,C00237,MNXM10881,HMDB0001361,281,,bio/CHEMBL1231840
m01595s,"""CO""",dcs:CellularCompartmentExtracellular,CO,co,"""CHEBI:17245""",CHEMBL1231840,C00237,MNXM10881,HMDB0001361,281,,bio/CHEMBL1231840
m01596c,"""CO2""",dcs:CellularCompartmentCytosol,CO2,co2,"""CHEBI:16526""",CHEMBL1231871,C00011,MNXM13,HMDB0001967,280,,bio/CHEMBL1231871
m01596g,"""CO2""",dcs:CellularCompartmentGolgiApparatus,CO2,co2,"""CHEBI:16526""",CHEMBL1231871,C00011,MNXM13,HMDB0001967,280,,bio/CHEMBL1231871
m01596m,"""CO2""",dcs:CellularCompartmentMitochondria,CO2,co2,"""CHEBI:16526""",CHEMBL1231871,C00011,MNXM13,HMDB0001967,280,,bio/CHEMBL1231871
m01596p,"""CO2""",dcs:CellularCompartmentPeroxisome,CO2,co2,"""CHEBI:16526""",CHEMBL1231871,C00011,MNXM13,HMDB0001967,280,,bio/CHEMBL1231871
m01596r,"""CO2""",dcs:CellularCompartmentEndoplasmicReticulum,CO2,co2,"""CHEBI:16526""",CHEMBL1231871,C00011,MNXM13,HMDB0001967,280,,bio/CHEMBL1231871
m01596s,"""CO2""",dcs:CellularCompartmentExtracellular,CO2,co2,"""CHEBI:16526""",CHEMBL1231871,C00011,MNXM13,HMDB0001967,280,,bio/CHEMBL1231871
m01597c,"""CoA""",dcs:CellularCompartmentCytosol,C21H32N7O16P3S,coa,"""CHEBI:1146900""",CHEMBL1623949,C00010,MNXM12,HMDB0001423,6816,,bio/CHEMBL1623949
m01597g,"""CoA""",dcs:CellularCompartmentGolgiApparatus,C21H32N7O16P3S,coa,"""CHEBI:1146900""",CHEMBL1623949,C00010,MNXM12,HMDB0001423,6816,,bio/CHEMBL1623949
m01597l,"""CoA""",dcs:CellularCompartmentLysosome,C21H32N7O16P3S,coa,"""CHEBI:1146900""",CHEMBL1623949,C00010,MNXM12,HMDB0001423,6816,,bio/CHEMBL1623949
m01597m,"""CoA""",dcs:CellularCompartmentMitochondria,C21H32N7O16P3S,coa,"""CHEBI:1146900""",CHEMBL1623949,C00010,MNXM12,HMDB0001423,6816,,bio/CHEMBL1623949
m01597n,"""CoA""",dcs:CellularCompartmentNucleus,C21H32N7O16P3S,coa,"""CHEBI:1146900""",CHEMBL1623949,C00010,MNXM12,HMDB0001423,6816,,bio/CHEMBL1623949
m01597p,"""CoA""",dcs:CellularCompartmentPeroxisome,C21H32N7O16P3S,coa,"""CHEBI:1146900""",CHEMBL1623949,C00010,MNXM12,HMDB0001423,6816,,bio/CHEMBL1623949
m01597r,"""CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C21H32N7O16P3S,coa,"""CHEBI:1146900""",CHEMBL1623949,C00010,MNXM12,HMDB0001423,6816,,bio/CHEMBL1623949
m01598m,"""cob(I)alamin""",dcs:CellularCompartmentMitochondria,C62H88CoN13O14P,cbl1,"""CHEBI:15982""",,C00853,MNXM91519,HMDB0003429,,,bio/HMDB0003429
m01599c,"""cob(II)alamin""",dcs:CellularCompartmentCytosol,C62H88CoN13O14P,cbl2,"""CHEBI:16304""",,C00541,MNXM814,HMDB0006316,,,bio/HMDB0006316
m01599m,"""cob(II)alamin""",dcs:CellularCompartmentMitochondria,C62H88CoN13O14P,cbl2,"""CHEBI:16304""",,C00541,MNXM814,HMDB0006316,,,bio/HMDB0006316
m01600m,"""cobamide-coenzyme""",dcs:CellularCompartmentMitochondria,C72H100CoN18O17P,adocbl,"""CHEBI:8408""",,C00194,MNXM90703,HMDB0002086,,,bio/HMDB0002086
m01601c,"""cocaine""",dcs:CellularCompartmentCytosol,C17H21NO4,coke,"""CHEBI:27958""",CHEMBL370805,C01416,MNXM167466,HMDB0015043,446220,,bio/CHEMBL370805
m01601r,"""cocaine""",dcs:CellularCompartmentEndoplasmicReticulum,C17H21NO4,coke,"""CHEBI:27958""",CHEMBL370805,C01416,MNXM167466,HMDB0015043,446220,,bio/CHEMBL370805
m01603c,"""coproporphyrin I""",dcs:CellularCompartmentCytosol,C36H34N4O8,,"""CHEBI:28421""",,C05769,MNXM167472,HMDB0000643,,,bio/HMDB0000643
m01603s,"""coproporphyrin I""",dcs:CellularCompartmentExtracellular,C36H34N4O8,,"""CHEBI:28421""",,C05769,MNXM167472,HMDB0000643,,,bio/HMDB0000643
m01604c,"""coproporphyrin III""",dcs:CellularCompartmentCytosol,C36H34N4O8,,"""CHEBI:27609""",,C05770,MNXM164684,HMDB0000570,,,bio/HMDB0000570
m01604s,"""coproporphyrin III""",dcs:CellularCompartmentExtracellular,C36H34N4O8,,"""CHEBI:27609""",,C05770,MNXM164684,HMDB0000570,,,bio/HMDB0000570
m01605c,"""coproporphyrinogen I""",dcs:CellularCompartmentCytosol,C36H40N4O8,cpppg1,"""CHEBI:28607""",,C05768,MNXM1322,HMDB0002158,440776,,bio/HMDB0002158
m01606c,"""coproporphyrinogen III""",dcs:CellularCompartmentCytosol,C36H40N4O8,cpppg3,"""CHEBI:15439""",CHEMBL1231891,C03263,MNXM410,HMDB0001261,321,,bio/CHEMBL1231891
m01607g,"""core 2""",dcs:CellularCompartmentGolgiApparatus,C22H37N2O15X,core2,"""CHEBI:15876""",,,MNXM8447,,,,bio/MNXM8447
m01608g,"""core 3""",dcs:CellularCompartmentGolgiApparatus,C16H27N2O10X,core3,"""CHEBI:16250""",,C01306,MNXM2544,,,,bio/MNXM2544
m01609g,"""core 4""",dcs:CellularCompartmentGolgiApparatus,C24H40N3O15X,core4,"""CHEBI:16478""",,C04917,MNXM4704,,,,bio/MNXM4704
m01610g,"""core 5""",dcs:CellularCompartmentGolgiApparatus,C16H27N2O10X,core5,,,,MNXM16840,,,,bio/MNXM16840
m01610c,"""core 5""",dcs:CellularCompartmentCytosol,C16H27N2O10X,core5,,,,MNXM16840,,,,bio/MNXM16840
m01610s,"""core 5""",dcs:CellularCompartmentExtracellular,C16H27N2O10X,core5,,,,MNXM16840,,,,bio/MNXM16840
m01611g,"""core 6""",dcs:CellularCompartmentGolgiApparatus,C16H27N2O10X,core6,,,,MNXM7200,,,,bio/MNXM7200
m01611l,"""core 6""",dcs:CellularCompartmentLysosome,C16H27N2O10X,core6,,,,MNXM7200,,,,bio/MNXM7200
m01612g,"""core 7""",dcs:CellularCompartmentGolgiApparatus,C16H27N2O10X,core7,,,,MNXM16841,,,,bio/MNXM16841
m01612c,"""core 7""",dcs:CellularCompartmentCytosol,C16H27N2O10X,core7,,,,MNXM16841,,,,bio/MNXM16841
m01612s,"""core 7""",dcs:CellularCompartmentExtracellular,C16H27N2O10X,core7,,,,MNXM16841,,,,bio/MNXM16841
m01613g,"""core 8""",dcs:CellularCompartmentGolgiApparatus,C14H24NO10X,core8,,,,MNXM16842,,,,bio/MNXM16842
m01613c,"""core 8""",dcs:CellularCompartmentCytosol,C14H24NO10X,core8,,,,MNXM16842,,,,bio/MNXM16842
m01613s,"""core 8""",dcs:CellularCompartmentExtracellular,C14H24NO10X,core8,,,,MNXM16842,,,,bio/MNXM16842
m01614c,"""corticosterone""",dcs:CellularCompartmentCytosol,C21H30O4,crtstrn,"""CHEBI:101161""",,,MNXM162953,HMDB0001547,,LMST02030092,bio/HMDB0001547
m01614m,"""corticosterone""",dcs:CellularCompartmentMitochondria,C21H30O4,crtstrn,"""CHEBI:101161""",,,MNXM162953,HMDB0001547,,LMST02030092,bio/HMDB0001547
m01614r,"""corticosterone""",dcs:CellularCompartmentEndoplasmicReticulum,C21H30O4,crtstrn,"""CHEBI:101161""",,,MNXM162953,HMDB0001547,,LMST02030092,bio/HMDB0001547
m01614s,"""corticosterone""",dcs:CellularCompartmentExtracellular,C21H30O4,crtstrn,"""CHEBI:101161""",,,MNXM162953,HMDB0001547,,LMST02030092,bio/HMDB0001547
m01615c,"""cortisol""",dcs:CellularCompartmentCytosol,C21H30O5,crtsl,"""CHEBI:17650""",CHEMBL389621,C00735,MNXM162531,HMDB0000063,657311,LMST02030001,bio/CHEMBL389621
m01615m,"""cortisol""",dcs:CellularCompartmentMitochondria,C21H30O5,crtsl,"""CHEBI:17650""",CHEMBL389621,C00735,MNXM162531,HMDB0000063,657311,LMST02030001,bio/CHEMBL389621
m01615r,"""cortisol""",dcs:CellularCompartmentEndoplasmicReticulum,C21H30O5,crtsl,"""CHEBI:17650""",CHEMBL389621,C00735,MNXM162531,HMDB0000063,657311,LMST02030001,bio/CHEMBL389621
m01615s,"""cortisol""",dcs:CellularCompartmentExtracellular,C21H30O5,crtsl,"""CHEBI:17650""",CHEMBL389621,C00735,MNXM162531,HMDB0000063,657311,LMST02030001,bio/CHEMBL389621
m01616c,"""cortisone""",dcs:CellularCompartmentCytosol,C21H28O5,cortsn,,,,MNXM164685,HMDB0002802,222786,LMST02030090,bio/HMDB0002802
m01616r,"""cortisone""",dcs:CellularCompartmentEndoplasmicReticulum,C21H28O5,cortsn,,,,MNXM164685,HMDB0002802,222786,LMST02030090,bio/HMDB0002802
m01617c,"""coumarin""",dcs:CellularCompartmentCytosol,C9H6O2,coumarin,"""CHEBI:28794""",CHEMBL6466,C05851,MNXM2111,HMDB0001218,323,,bio/CHEMBL6466
m01617s,"""coumarin""",dcs:CellularCompartmentExtracellular,C9H6O2,coumarin,"""CHEBI:28794""",CHEMBL6466,C05851,MNXM2111,HMDB0001218,323,,bio/CHEMBL6466
m01618c,"""cPMP""",dcs:CellularCompartmentCytosol,C10H13N5O8P,,"""CHEBI:60210""",CHEMBL2338675,C18239,MNXM12735,HMDB0059639,,,bio/CHEMBL2338675
m01619c,"""creatine""",dcs:CellularCompartmentCytosol,C4H9N3O2,creat,"""CHEBI:16919""",CHEMBL283800,C00300,MNXM1470,HMDB0000064,586,,bio/CHEMBL283800
m01619m,"""creatine""",dcs:CellularCompartmentMitochondria,C4H9N3O2,creat,"""CHEBI:16919""",CHEMBL283800,C00300,MNXM1470,HMDB0000064,586,,bio/CHEMBL283800
m01619s,"""creatine""",dcs:CellularCompartmentExtracellular,C4H9N3O2,creat,"""CHEBI:16919""",CHEMBL283800,C00300,MNXM1470,HMDB0000064,586,,bio/CHEMBL283800
m01620c,"""creatine-phosphate""",dcs:CellularCompartmentCytosol,C4H8N3O5P,pcreat,"""CHEBI:58092""",CHEMBL1204644,C02305,MNXM819,HMDB0001511,9548602,,bio/CHEMBL1204644
m01620m,"""creatine-phosphate""",dcs:CellularCompartmentMitochondria,C4H8N3O5P,pcreat,"""CHEBI:58092""",CHEMBL1204644,C02305,MNXM819,HMDB0001511,9548602,,bio/CHEMBL1204644
m01621c,"""creatinine""",dcs:CellularCompartmentCytosol,C4H7N3O,crtn,"""CHEBI:16737""",CHEMBL65567,C00791,MNXM1470,HMDB0000562,588,,bio/CHEMBL65567
m01621s,"""creatinine""",dcs:CellularCompartmentExtracellular,C4H7N3O,crtn,"""CHEBI:16737""",CHEMBL65567,C00791,MNXM1470,HMDB0000562,588,,bio/CHEMBL65567
m01622m,"""crotonyl-CoA""",dcs:CellularCompartmentMitochondria,C25H36N7O17P3S,b2coa,"""CHEBI:15473""",,C00877,MNXM214,HMDB0002009,5280381,,bio/HMDB0002009
m01622p,"""crotonyl-CoA""",dcs:CellularCompartmentPeroxisome,C25H36N7O17P3S,b2coa,"""CHEBI:15473""",,C00877,MNXM214,HMDB0002009,5280381,,bio/HMDB0002009
m01623c,"""CTP""",dcs:CellularCompartmentCytosol,C9H12N3O14P3,ctp,"""CHEBI:17677""",CHEMBL223533,C00063,MNXM63,HMDB0000082,6176,,bio/CHEMBL223533
m01623m,"""CTP""",dcs:CellularCompartmentMitochondria,C9H12N3O14P3,ctp,"""CHEBI:17677""",CHEMBL223533,C00063,MNXM63,HMDB0000082,6176,,bio/CHEMBL223533
m01623n,"""CTP""",dcs:CellularCompartmentNucleus,C9H12N3O14P3,ctp,"""CHEBI:17677""",CHEMBL223533,C00063,MNXM63,HMDB0000082,6176,,bio/CHEMBL223533
m01623s,"""CTP""",dcs:CellularCompartmentExtracellular,C9H12N3O14P3,ctp,"""CHEBI:17677""",CHEMBL223533,C00063,MNXM63,HMDB0000082,6176,,bio/CHEMBL223533
m01624c,"""Cu2+""",dcs:CellularCompartmentCytosol,Cu,,"""CHEBI:29036""",,,MNXM632,HMDB0000657,,,bio/HMDB0000657
m01624s,"""Cu2+""",dcs:CellularCompartmentExtracellular,Cu,,"""CHEBI:29036""",,,MNXM632,HMDB0000657,,,bio/HMDB0000657
m01625c,"""cyclic-3-hydroxymelatonin""",dcs:CellularCompartmentCytosol,C13H16N2O3,,,,,MNXM154973,HMDB0060069,,,bio/HMDB0060069
m01626c,"""cys-gly""",dcs:CellularCompartmentCytosol,C5H10N2O3S,cgly,"""CHEBI:4047""",CHEMBL371579,C01419,MNXM683,HMDB0000078,439498,,bio/CHEMBL371579
m01626s,"""cys-gly""",dcs:CellularCompartmentExtracellular,C5H10N2O3S,cgly,"""CHEBI:4047""",CHEMBL371579,C01419,MNXM683,HMDB0000078,439498,,bio/CHEMBL371579
m01627c,"""cysteamine""",dcs:CellularCompartmentCytosol,C2H8NS,cysam,"""CHEBI:17141""",CHEMBL602,C01678,MNXM1226,HMDB0002991,6058,,bio/CHEMBL602
m01628c,"""cysteine""",dcs:CellularCompartmentCytosol,C3H7NO2S,cys__L,"""CHEBI:17561""",CHEMBL863,C00097,MNXM55,HMDB0000574,5862,,bio/CHEMBL863
m01628l,"""cysteine""",dcs:CellularCompartmentLysosome,C3H7NO2S,cys__L,"""CHEBI:17561""",CHEMBL863,C00097,MNXM55,HMDB0000574,5862,,bio/CHEMBL863
m01628m,"""cysteine""",dcs:CellularCompartmentMitochondria,C3H7NO2S,cys__L,"""CHEBI:17561""",CHEMBL863,C00097,MNXM55,HMDB0000574,5862,,bio/CHEMBL863
m01628s,"""cysteine""",dcs:CellularCompartmentExtracellular,C3H7NO2S,cys__L,"""CHEBI:17561""",CHEMBL863,C00097,MNXM55,HMDB0000574,5862,,bio/CHEMBL863
m01629c,"""cystine""",dcs:CellularCompartmentCytosol,C6H12N2O4S2,cysi__L,"""CHEBI:16283""",CHEMBL590540,C00491,MNXM90409,HMDB0000192,67678,,bio/CHEMBL590540
m01629s,"""cystine""",dcs:CellularCompartmentExtracellular,C6H12N2O4S2,cysi__L,"""CHEBI:16283""",CHEMBL590540,C00491,MNXM90409,HMDB0000192,67678,,bio/CHEMBL590540
m01630c,"""cytidine""",dcs:CellularCompartmentCytosol,C9H13N3O5,cytd,"""CHEBI:17562""",CHEMBL95606,C00475,MNXM338,HMDB0000089,6175,,bio/CHEMBL95606
m01630l,"""cytidine""",dcs:CellularCompartmentLysosome,C9H13N3O5,cytd,"""CHEBI:17562""",CHEMBL95606,C00475,MNXM338,HMDB0000089,6175,,bio/CHEMBL95606
m01630m,"""cytidine""",dcs:CellularCompartmentMitochondria,C9H13N3O5,cytd,"""CHEBI:17562""",CHEMBL95606,C00475,MNXM338,HMDB0000089,6175,,bio/CHEMBL95606
m01630n,"""cytidine""",dcs:CellularCompartmentNucleus,C9H13N3O5,cytd,"""CHEBI:17562""",CHEMBL95606,C00475,MNXM338,HMDB0000089,6175,,bio/CHEMBL95606
m01630s,"""cytidine""",dcs:CellularCompartmentExtracellular,C9H13N3O5,cytd,"""CHEBI:17562""",CHEMBL95606,C00475,MNXM338,HMDB0000089,6175,,bio/CHEMBL95606
m01631m,"""cytochrome-C""",dcs:CellularCompartmentMitochondria,C1612H2513FeN447O449S20,,"""CHEBI:18070""",,C00524,MNXM5749,,,,bio/MNXM5749
m01632c,"""cytosine""",dcs:CellularCompartmentCytosol,C4H5N3O,csn,"""CHEBI:16040""",CHEMBL15913,C00380,MNXM761,HMDB0000630,597,,bio/CHEMBL15913
m01632s,"""cytosine""",dcs:CellularCompartmentExtracellular,C4H5N3O,csn,"""CHEBI:16040""",CHEMBL15913,C00380,MNXM761,HMDB0000630,597,,bio/CHEMBL15913
m01633c,"""D-3-amino-isobutanoate""",dcs:CellularCompartmentCytosol,C4H9NO2,3aib__D,"""CHEBI:16320""",,C01205,MNXM162802,HMDB0002299,5459822,,bio/HMDB0002299
m01633m,"""D-3-amino-isobutanoate""",dcs:CellularCompartmentMitochondria,C4H9NO2,3aib__D,"""CHEBI:16320""",,C01205,MNXM162802,HMDB0002299,5459822,,bio/HMDB0002299
m01633s,"""D-3-amino-isobutanoate""",dcs:CellularCompartmentExtracellular,C4H9NO2,3aib__D,"""CHEBI:16320""",,C01205,MNXM162802,HMDB0002299,5459822,,bio/HMDB0002299
m01634c,"""D-3-hydroxydodecanoyl-[ACP]""",dcs:CellularCompartmentCytosol,C23H43N2O9PRS,,,,C05757,MNXM27066,,,,bio/MNXM27066
m01635c,"""D-3-hydroxyhexanoyl-[ACP]""",dcs:CellularCompartmentCytosol,C17H31N2O9PRS,,,,C05747,MNXM25370,,,,bio/MNXM25370
m01636c,"""D-4-phosphopantothenate""",dcs:CellularCompartmentCytosol,C9H15NO8P,4ppan,"""CHEBI:15905""",,C03492,MNXM415,HMDB0001016,41635,,bio/HMDB0001016
m01637c,"""dADP""",dcs:CellularCompartmentCytosol,C10H12N5O9P2,dadp,"""CHEBI:16174""",,C00206,MNXM374,HMDB0001508,53477733,,bio/HMDB0001508
m01637m,"""dADP""",dcs:CellularCompartmentMitochondria,C10H12N5O9P2,dadp,"""CHEBI:16174""",,C00206,MNXM374,HMDB0001508,53477733,,bio/HMDB0001508
m01637n,"""dADP""",dcs:CellularCompartmentNucleus,C10H12N5O9P2,dadp,"""CHEBI:16174""",,C00206,MNXM374,HMDB0001508,53477733,,bio/HMDB0001508
m01638c,"""D-alanine""",dcs:CellularCompartmentCytosol,C3H7NO2,ala__D,"""CHEBI:15570""",CHEMBL66693,C00133,MNXM156,HMDB0001310,71080,,bio/CHEMBL66693
m01638l,"""D-alanine""",dcs:CellularCompartmentLysosome,C3H7NO2,ala__D,"""CHEBI:15570""",CHEMBL66693,C00133,MNXM156,HMDB0001310,71080,,bio/CHEMBL66693
m01638p,"""D-alanine""",dcs:CellularCompartmentPeroxisome,C3H7NO2,ala__D,"""CHEBI:15570""",CHEMBL66693,C00133,MNXM156,HMDB0001310,71080,,bio/CHEMBL66693
m01638s,"""D-alanine""",dcs:CellularCompartmentExtracellular,C3H7NO2,ala__D,"""CHEBI:15570""",CHEMBL66693,C00133,MNXM156,HMDB0001310,71080,,bio/CHEMBL66693
m01639c,"""dAMP""",dcs:CellularCompartmentCytosol,C10H12N5O6P,damp,"""CHEBI:17713""",CHEMBL1206239,C00360,MNXM432,HMDB0000905,12599,,bio/CHEMBL1206239
m01639l,"""dAMP""",dcs:CellularCompartmentLysosome,C10H12N5O6P,damp,"""CHEBI:17713""",CHEMBL1206239,C00360,MNXM432,HMDB0000905,12599,,bio/CHEMBL1206239
m01640c,"""D-arginine""",dcs:CellularCompartmentCytosol,C6H15N4O2,arg__D,"""CHEBI:15816""",CHEMBL212301,C00792,MNXM1552,HMDB0003416,71070,,bio/CHEMBL212301
m01640p,"""D-arginine""",dcs:CellularCompartmentPeroxisome,C6H15N4O2,arg__D,"""CHEBI:15816""",CHEMBL212301,C00792,MNXM1552,HMDB0003416,71070,,bio/CHEMBL212301
m01640s,"""D-arginine""",dcs:CellularCompartmentExtracellular,C6H15N4O2,arg__D,"""CHEBI:15816""",CHEMBL212301,C00792,MNXM1552,HMDB0003416,71070,,bio/CHEMBL212301
m01641c,"""D-aspartate""",dcs:CellularCompartmentCytosol,C4H6NO4,asp__D,"""CHEBI:17364""",CHEMBL29757,C00402,MNXM974,HMDB0006483,83887,,bio/CHEMBL29757
m01641p,"""D-aspartate""",dcs:CellularCompartmentPeroxisome,C4H6NO4,asp__D,"""CHEBI:17364""",CHEMBL29757,C00402,MNXM974,HMDB0006483,83887,,bio/CHEMBL29757
m01641s,"""D-aspartate""",dcs:CellularCompartmentExtracellular,C4H6NO4,asp__D,"""CHEBI:17364""",CHEMBL29757,C00402,MNXM974,HMDB0006483,83887,,bio/CHEMBL29757
m01642c,"""dATP""",dcs:CellularCompartmentCytosol,C10H12N5O12P3,datp,"""CHEBI:16284""",CHEMBL335538,C00131,MNXM286,HMDB0001532,15993,,bio/CHEMBL335538
m01642m,"""dATP""",dcs:CellularCompartmentMitochondria,C10H12N5O12P3,datp,"""CHEBI:16284""",CHEMBL335538,C00131,MNXM286,HMDB0001532,15993,,bio/CHEMBL335538
m01642n,"""dATP""",dcs:CellularCompartmentNucleus,C10H12N5O12P3,datp,"""CHEBI:16284""",CHEMBL335538,C00131,MNXM286,HMDB0001532,15993,,bio/CHEMBL335538
m01643c,"""dCDP""",dcs:CellularCompartmentCytosol,C9H12N3O10P2,dcdp,,,C00705,MNXM411,HMDB0001245,150855,,bio/HMDB0001245
m01643m,"""dCDP""",dcs:CellularCompartmentMitochondria,C9H12N3O10P2,dcdp,,,C00705,MNXM411,HMDB0001245,150855,,bio/HMDB0001245
m01643n,"""dCDP""",dcs:CellularCompartmentNucleus,C9H12N3O10P2,dcdp,,,C00705,MNXM411,HMDB0001245,150855,,bio/HMDB0001245
m01644c,"""dCMP""",dcs:CellularCompartmentCytosol,C9H12N3O7P,dcmp,"""CHEBI:15918""",CHEMBL374699,C00239,MNXM266,HMDB0001202,13945,,bio/CHEMBL374699
m01644l,"""dCMP""",dcs:CellularCompartmentLysosome,C9H12N3O7P,dcmp,"""CHEBI:15918""",CHEMBL374699,C00239,MNXM266,HMDB0001202,13945,,bio/CHEMBL374699
m01644m,"""dCMP""",dcs:CellularCompartmentMitochondria,C9H12N3O7P,dcmp,"""CHEBI:15918""",CHEMBL374699,C00239,MNXM266,HMDB0001202,13945,,bio/CHEMBL374699
m01644n,"""dCMP""",dcs:CellularCompartmentNucleus,C9H12N3O7P,dcmp,"""CHEBI:15918""",CHEMBL374699,C00239,MNXM266,HMDB0001202,13945,,bio/CHEMBL374699
m01645c,"""dCTP""",dcs:CellularCompartmentCytosol,C9H12N3O13P3,dctp,"""CHEBI:16311""",CHEMBL560403,C00458,MNXM360,HMDB0000998,65091,,bio/CHEMBL560403
m01645m,"""dCTP""",dcs:CellularCompartmentMitochondria,C9H12N3O13P3,dctp,"""CHEBI:16311""",CHEMBL560403,C00458,MNXM360,HMDB0000998,65091,,bio/CHEMBL560403
m01645n,"""dCTP""",dcs:CellularCompartmentNucleus,C9H12N3O13P3,dctp,"""CHEBI:16311""",CHEMBL560403,C00458,MNXM360,HMDB0000998,65091,,bio/CHEMBL560403
m01646c,"""deamido-NAD""",dcs:CellularCompartmentCytosol,C21H24N6O15P2,dnad,"""CHEBI:18304""",,C00857,MNXM309,HMDB0001179,165491,,bio/HMDB0001179
m01646n,"""deamido-NAD""",dcs:CellularCompartmentNucleus,C21H24N6O15P2,dnad,"""CHEBI:18304""",,C00857,MNXM309,HMDB0001179,165491,,bio/HMDB0001179
m01647c,"""debrisoquin""",dcs:CellularCompartmentCytosol,C10H14N3,debrisoquine,"""CHEBI:34665""",CHEMBL169901,C13650,MNXM48845,HMDB0006543,2966,,bio/CHEMBL169901
m01647s,"""debrisoquin""",dcs:CellularCompartmentExtracellular,C10H14N3,debrisoquine,"""CHEBI:34665""",CHEMBL169901,C13650,MNXM48845,HMDB0006543,2966,,bio/CHEMBL169901
m01648c,"""decanoic acid""",dcs:CellularCompartmentCytosol,C10H19O2,,"""CHEBI:30813""",CHEMBL107498,C01571,MNXM1043,HMDB0000513,2969,LMFA01010010,bio/CHEMBL107498
m01648s,"""decanoic acid""",dcs:CellularCompartmentExtracellular,C10H19O2,,"""CHEBI:30813""",CHEMBL107498,C01571,MNXM1043,HMDB0000513,2969,LMFA01010010,bio/CHEMBL107498
m01649c,"""decanoyl-[ACP]""",dcs:CellularCompartmentCytosol,C21H39N2O8PRS,,,,C05755,MNXM1473,,,,bio/MNXM1473
m01650c,"""decanoyl-CoA""",dcs:CellularCompartmentCytosol,C31H50N7O17P3S,dcacoa,"""CHEBI:28493""",CHEMBL1949897,C05274,MNXM162283,HMDB0006404,440615,LMFA07050022,bio/CHEMBL1949897
m01650m,"""decanoyl-CoA""",dcs:CellularCompartmentMitochondria,C31H50N7O17P3S,dcacoa,"""CHEBI:28493""",CHEMBL1949897,C05274,MNXM162283,HMDB0006404,440615,LMFA07050022,bio/CHEMBL1949897
m01650p,"""decanoyl-CoA""",dcs:CellularCompartmentPeroxisome,C31H50N7O17P3S,dcacoa,"""CHEBI:28493""",CHEMBL1949897,C05274,MNXM162283,HMDB0006404,440615,LMFA07050022,bio/CHEMBL1949897
m01651l,"""de-Fuc form of PA6 (wo peptide linkage)""",dcs:CellularCompartmentLysosome,C84H136N6O62,s2l2n2m2m,,,,MNXM8517,,,,bio/MNXM8517
m01652l,"""de-Fuc form of PA6""",dcs:CellularCompartmentLysosome,C84H135N6O61X,s2l2n2m2masn,,,,MNXM7256,,,,bio/MNXM7256
m01652s,"""de-Fuc form of PA6""",dcs:CellularCompartmentExtracellular,C84H135N6O61X,s2l2n2m2masn,,,,MNXM7256,,,,bio/MNXM7256
m01653l,"""de-Fuc, GlcNAc removed PA6 (wo peptide linkage)""",dcs:CellularCompartmentLysosome,C76H123N5O57,s2l2n2m2mn,,,,MNXM7257,,,,bio/MNXM7257
m01654c,"""dehydroalanine""",dcs:CellularCompartmentCytosol,C3H5NO2,2amac,"""CHEBI:17123""",,C02218,MNXM3414,HMDB0003609,,,bio/HMDB0003609
m01655c,"""dehydroascorbic acid""",dcs:CellularCompartmentCytosol,C6H5O6,dhdascb,"""CHEBI:17242""",CHEMBL174035,C00425,MNXM250,HMDB0001264,210328,,bio/CHEMBL174035
m01655s,"""dehydroascorbic acid""",dcs:CellularCompartmentExtracellular,C6H5O6,dhdascb,"""CHEBI:17242""",CHEMBL174035,C00425,MNXM250,HMDB0001264,210328,,bio/CHEMBL174035
m01656c,"""dehydrodolichol""",dcs:CellularCompartmentCytosol,C100H162O,dedol__L,,,,MNXM148199,,,,bio/MNXM148199
m01657c,"""dehydrodolichol-diphosphate""",dcs:CellularCompartmentCytosol,C100H161O7P2,dedoldp__L,,,C05859,MNXM148197,HMDB0060469,,,bio/HMDB0060469
m01658c,"""dehydrodolichol-phosphate""",dcs:CellularCompartmentCytosol,C100H161O4P,dedolp__L,,,,MNXM148198,,,,bio/MNXM148198
m01659c,"""dehydroepiandrosterone sulfate""",dcs:CellularCompartmentCytosol,C19H27O5S,dheas,"""CHEBI:16814""",CHEMBL259898,C04555,MNXM991,HMDB0001032,12594,,bio/CHEMBL259898
